amount,payment_method,failure_code,attempt_number,prev_successful_payments,prev_failed_payments,customer_ltv,customer_tenure_months,subscription_age_days,days_since_prev_payment,hour_of_day,day_of_week,customer_segment,risk_score,target_recovered
12609.87,credit_card,TRANSIENT_FAILURE,1,18,0,24835.41,25,164,30,3,5,STANDARD,0.0021,1
3090.89,credit_card,TRANSIENT_FAILURE,4,20,0,28405.2,6,97,21,12,0,STANDARD,0.525,0
4590.4,credit_card,INSUFFICIENT_FUNDS,1,11,1,19586.21,33,237,30,12,0,STANDARD,0.6864,0
448.17,credit_card,TRANSIENT_FAILURE,1,15,2,19719.92,42,127,10,23,6,VIP,0.0738,0
2092.49,credit_card,INSUFFICIENT_FUNDS,2,15,4,20767.26,36,39,17,21,2,STANDARD,0.7407,0
632.96,debit_card,TRANSIENT_FAILURE,1,7,1,4783.0,48,23,10,21,1,STANDARD,0.3127,1
3520.81,upi,INVALID_REQUEST,1,12,2,18957.52,21,290,43,14,6,STANDARD,0.9165,0
9959.5,debit_card,TRANSIENT_FAILURE,1,10,1,29714.26,18,185,6,9,1,STANDARD,0.1595,1
3994.18,debit_card,INSUFFICIENT_FUNDS,1,13,1,21869.14,54,315,21,10,5,STANDARD,0.6306,0
479.69,upi,INSUFFICIENT_FUNDS,3,5,1,9517.05,57,36,21,8,4,STANDARD,0.8814,0
1732.96,net_banking,INSUFFICIENT_FUNDS,2,14,1,9489.44,3,256,12,17,0,VIP,0.5648,0
2999.94,debit_card,INSUFFICIENT_FUNDS,1,12,2,10010.49,59,201,33,2,6,STANDARD,0.7418,1
2006.65,net_banking,TRANSIENT_FAILURE,1,10,2,13032.75,49,248,31,8,3,ENTERPRISE,0.0,0
6477.69,debit_card,INSUFFICIENT_FUNDS,1,12,0,25628.57,40,117,17,9,6,VIP,0.4204,0
6099.68,upi,INSUFFICIENT_FUNDS,1,10,0,12488.52,27,275,18,9,4,VIP,0.5855,0
3512.1,debit_card,INVALID_REQUEST,1,19,0,32696.69,16,216,42,23,4,VIP,0.6278,0
1836.39,upi,EXPIRED_CARD,1,12,0,11118.68,11,197,36,18,4,VIP,0.1188,1
1231.88,debit_card,TRANSIENT_FAILURE,1,9,1,15220.93,42,141,9,5,4,STANDARD,0.2802,0
591.68,debit_card,FRAUD_SUSPECTED,1,13,1,22186.11,40,115,41,5,6,STANDARD,1.0,0
1734.21,debit_card,INSUFFICIENT_FUNDS,1,13,2,23835.79,55,275,35,21,0,STANDARD,0.7175,0
2065.59,upi,INVALID_REQUEST,1,13,2,15265.47,46,123,23,22,5,VIP,0.3551,1
4142.63,net_banking,TRANSIENT_FAILURE,1,19,2,40492.35,21,208,10,2,0,VIP,0.0634,1
3956.94,credit_card,INSUFFICIENT_FUNDS,1,13,1,24668.12,16,258,14,9,4,STANDARD,0.5726,1
454.4,debit_card,INSUFFICIENT_FUNDS,1,12,1,20206.8,45,342,41,16,3,STANDARD,0.4784,1
1960.34,credit_card,TRANSIENT_FAILURE,3,9,2,6589.86,3,220,30,3,3,STANDARD,0.3793,1
902.18,credit_card,TRANSIENT_FAILURE,1,9,1,11148.96,3,104,32,13,2,VIP,0.0,0
796.98,net_banking,TRANSIENT_FAILURE,1,10,0,6742.15,39,160,11,13,1,STANDARD,0.1339,1
6346.74,debit_card,TRANSIENT_FAILURE,3,16,0,22744.62,55,2,43,23,6,STANDARD,0.4662,0
349.87,credit_card,INSUFFICIENT_FUNDS,1,11,3,6487.26,19,265,22,19,4,VIP,0.5749,1
2101.62,debit_card,TRANSIENT_FAILURE,1,13,2,9040.45,56,252,1,16,2,STANDARD,0.1089,1
844.59,debit_card,INVALID_REQUEST,1,12,1,23583.6,17,198,34,4,0,STANDARD,0.7527,0
7601.44,credit_card,INSUFFICIENT_FUNDS,1,10,3,23105.57,30,294,5,17,6,VIP,0.5082,0
3049.97,credit_card,EXPIRED_CARD,1,9,0,19022.45,26,336,40,23,4,VIP,0.1355,0
1121.06,debit_card,INSUFFICIENT_FUNDS,2,19,1,11991.3,51,163,22,14,3,STANDARD,0.7674,0
2643.05,credit_card,TRANSIENT_FAILURE,2,11,2,20637.89,59,171,27,15,5,VIP,0.0529,1
4801.99,credit_card,EXPIRED_CARD,1,10,0,24376.11,46,151,15,6,2,VIP,0.3037,1
11305.15,credit_card,INSUFFICIENT_FUNDS,2,10,1,30155.38,22,41,35,13,2,STANDARD,0.8998,0
1071.62,upi,FRAUD_SUSPECTED,1,13,2,25213.6,42,154,32,19,6,VIP,0.8802,0
7806.03,credit_card,INSUFFICIENT_FUNDS,1,14,0,29196.29,22,91,6,14,4,STANDARD,0.5195,0
9729.52,upi,EXPIRED_CARD,2,14,0,21768.29,29,354,27,8,2,STANDARD,0.4192,1
8886.85,debit_card,TRANSIENT_FAILURE,3,10,1,21543.74,36,240,40,8,1,STANDARD,0.5682,0
3731.48,credit_card,INSUFFICIENT_FUNDS,2,16,2,12945.67,56,331,19,19,1,STANDARD,0.9136,0
3678.19,debit_card,TRANSIENT_FAILURE,1,10,3,16641.06,55,11,34,2,6,STANDARD,0.1385,0
2006.67,debit_card,EXPIRED_CARD,1,14,1,22708.08,26,337,2,18,4,STANDARD,0.3125,0
5085.76,upi,EXPIRED_CARD,1,8,3,12406.13,3,341,3,0,6,STANDARD,0.3884,0
2852.23,net_banking,INSUFFICIENT_FUNDS,1,16,0,34121.41,11,67,5,10,0,STANDARD,0.6513,0
4160.11,credit_card,INSUFFICIENT_FUNDS,1,16,1,15967.66,41,144,1,18,3,STANDARD,0.7014,0
2157.96,upi,INSUFFICIENT_FUNDS,1,13,2,27559.15,27,19,16,8,1,STANDARD,0.6657,0
4802.12,credit_card,EXPIRED_CARD,1,8,0,9627.23,54,186,26,3,3,VIP,0.3493,1
6289.84,credit_card,INVALID_REQUEST,4,10,2,12515.92,13,122,18,15,4,STANDARD,0.9931,0
754.17,credit_card,INSUFFICIENT_FUNDS,2,15,2,16973.32,45,186,23,16,6,STANDARD,0.8882,0
6462.69,debit_card,INSUFFICIENT_FUNDS,1,7,2,12339.53,18,195,26,21,3,ENTERPRISE,0.3049,0
2920.11,credit_card,EXPIRED_CARD,1,11,1,13479.23,56,296,28,9,1,ENTERPRISE,0.4039,1
6717.62,debit_card,FRAUD_SUSPECTED,1,16,0,22408.91,31,56,36,18,5,VIP,1.0,0
2175.42,upi,INSUFFICIENT_FUNDS,3,17,1,19897.77,23,262,6,7,0,STANDARD,0.7647,0
1867.71,upi,INSUFFICIENT_FUNDS,2,7,3,7089.79,47,2,37,8,6,STANDARD,0.7696,0
8830.37,upi,EXPIRED_CARD,1,10,2,21711.89,27,224,32,2,1,STANDARD,0.7265,0
1212.35,credit_card,INSUFFICIENT_FUNDS,2,9,0,11355.72,49,61,25,11,2,STANDARD,0.7984,0
6707.41,debit_card,TRANSIENT_FAILURE,1,13,1,24179.49,8,190,26,13,5,STANDARD,0.1344,1
2515.91,net_banking,INSUFFICIENT_FUNDS,2,9,0,12186.35,37,130,10,15,3,STANDARD,0.7422,1
2726.1,credit_card,INSUFFICIENT_FUNDS,1,8,2,16641.2,5,162,23,16,2,STANDARD,0.5412,0
1490.96,upi,INSUFFICIENT_FUNDS,1,12,3,24397.15,21,5,7,3,2,STANDARD,0.6924,0
3178.75,credit_card,INSUFFICIENT_FUNDS,1,10,3,11859.16,24,165,35,21,5,STANDARD,0.7531,0
1576.74,debit_card,TRANSIENT_FAILURE,1,13,1,13228.96,59,70,6,16,2,ENTERPRISE,0.0447,1
340.21,upi,TRANSIENT_FAILURE,1,14,2,24837.44,32,28,32,18,1,VIP,0.0,1
1311.08,net_banking,TRANSIENT_FAILURE,1,6,2,10278.14,19,267,21,1,6,VIP,0.0,1
222.4,debit_card,TRANSIENT_FAILURE,1,14,2,21332.42,15,72,35,19,1,STANDARD,0.0,1
13615.4,upi,INSUFFICIENT_FUNDS,1,15,0,37206.73,19,242,36,2,5,STANDARD,0.5859,0
12008.96,credit_card,TRANSIENT_FAILURE,2,17,1,32244.25,43,362,12,21,6,STANDARD,0.1237,1
1959.74,debit_card,TRANSIENT_FAILURE,2,15,0,28687.27,41,89,15,18,2,STANDARD,0.3096,1
4761.61,debit_card,INSUFFICIENT_FUNDS,1,15,1,15460.92,4,318,29,23,4,ENTERPRISE,0.2056,1
1685.23,debit_card,INSUFFICIENT_FUNDS,3,10,0,9106.19,26,201,38,8,1,STANDARD,0.9516,0
4091.93,debit_card,INSUFFICIENT_FUNDS,1,15,2,14379.55,33,351,34,0,2,STANDARD,0.8387,0
5929.37,net_banking,INSUFFICIENT_FUNDS,1,14,1,33026.81,37,47,16,17,5,STANDARD,0.6143,0
10465.06,credit_card,TRANSIENT_FAILURE,3,15,2,19292.4,13,60,25,3,4,STANDARD,0.2873,1
1989.13,credit_card,TRANSIENT_FAILURE,3,11,2,15545.67,51,190,33,18,5,VIP,0.2433,1
5552.31,net_banking,TRANSIENT_FAILURE,1,10,2,11420.66,48,128,21,6,1,VIP,0.1293,0
1282.02,debit_card,FRAUD_SUSPECTED,2,12,0,7866.49,31,43,43,19,6,STANDARD,0.9467,0
16436.38,debit_card,INVALID_REQUEST,2,9,0,31453.19,57,198,15,5,4,ENTERPRISE,0.6913,0
291.38,credit_card,TRANSIENT_FAILURE,1,10,1,9415.57,5,109,5,11,5,STANDARD,0.2913,1
3438.03,credit_card,TRANSIENT_FAILURE,1,15,1,19161.42,39,53,32,9,1,STANDARD,0.1104,1
3970.75,credit_card,EXPIRED_CARD,1,9,0,13169.69,14,1,14,3,4,VIP,0.2554,1
4277.14,credit_card,TRANSIENT_FAILURE,1,15,0,32713.63,38,307,31,4,6,STANDARD,0.2886,1
648.96,debit_card,TRANSIENT_FAILURE,1,11,0,14793.74,27,38,17,22,2,STANDARD,0.1706,1
9962.21,upi,TRANSIENT_FAILURE,1,15,3,33866.0,29,110,12,2,2,VIP,0.0346,1
899.63,upi,EXPIRED_CARD,2,10,1,13058.04,58,34,19,21,3,STANDARD,0.416,1
3612.0,credit_card,TRANSIENT_FAILURE,1,11,4,13263.3,34,69,13,16,1,STANDARD,0.2029,1
1081.64,credit_card,TRANSIENT_FAILURE,3,16,0,24055.24,44,212,10,4,1,STANDARD,0.2493,0
1484.63,debit_card,EXPIRED_CARD,1,12,1,15309.06,34,98,8,21,5,STANDARD,0.2078,1
2967.34,credit_card,INSUFFICIENT_FUNDS,1,14,1,11479.02,22,34,26,13,6,STANDARD,0.4321,1
2089.65,upi,INSUFFICIENT_FUNDS,1,11,1,12736.7,56,244,43,12,4,ENTERPRISE,0.3453,1
811.18,debit_card,INVALID_REQUEST,1,11,4,12031.19,59,255,27,14,2,STANDARD,0.9523,0
856.1,net_banking,INSUFFICIENT_FUNDS,1,18,4,24064.74,55,61,21,18,2,STANDARD,0.5772,0
2095.37,credit_card,INSUFFICIENT_FUNDS,3,9,3,11817.58,11,308,27,19,1,STANDARD,0.9655,0
5155.51,credit_card,INSUFFICIENT_FUNDS,4,12,1,12991.49,19,184,37,3,1,VIP,0.7794,0
8188.53,credit_card,INSUFFICIENT_FUNDS,1,17,2,40261.13,12,126,9,17,6,STANDARD,0.6451,0
507.57,credit_card,TRANSIENT_FAILURE,1,9,0,16969.89,49,266,29,11,5,STANDARD,0.1617,1
1947.89,debit_card,INSUFFICIENT_FUNDS,1,14,0,29486.67,39,294,30,16,0,ENTERPRISE,0.2594,0
569.72,net_banking,INSUFFICIENT_FUNDS,3,10,2,18976.31,45,353,16,15,2,STANDARD,0.8527,1
258.56,credit_card,TRANSIENT_FAILURE,1,14,1,24955.19,46,103,42,10,5,STANDARD,0.1004,1
3993.57,credit_card,INSUFFICIENT_FUNDS,1,16,4,25088.03,46,76,42,16,5,STANDARD,0.5635,0
3428.52,credit_card,INSUFFICIENT_FUNDS,2,11,3,10877.04,24,102,35,6,4,STANDARD,0.7868,1
822.84,debit_card,INVALID_REQUEST,1,7,0,8467.77,32,222,6,0,0,STANDARD,0.8886,0
1132.15,debit_card,INVALID_REQUEST,1,12,0,21695.65,55,141,32,0,6,VIP,0.6667,0
283.98,upi,TRANSIENT_FAILURE,1,10,2,9412.4,26,311,15,14,2,STANDARD,0.2222,1
6505.21,upi,INSUFFICIENT_FUNDS,1,16,1,29005.56,24,335,9,23,4,STANDARD,0.4754,0
13068.03,debit_card,INSUFFICIENT_FUNDS,1,16,3,25160.73,4,240,17,10,3,STANDARD,0.6535,1
709.45,debit_card,TRANSIENT_FAILURE,1,13,1,7826.93,28,69,26,11,1,STANDARD,0.1062,1
1121.49,upi,TRANSIENT_FAILURE,1,12,3,18716.0,29,135,6,4,0,STANDARD,0.07,1
7298.21,credit_card,FRAUD_SUSPECTED,1,14,0,30399.96,28,311,6,11,2,STANDARD,0.986,0
9334.92,credit_card,TRANSIENT_FAILURE,1,4,1,14224.4,40,346,33,18,6,STANDARD,0.094,1
2104.3,credit_card,EXPIRED_CARD,1,12,0,25995.66,8,5,14,23,4,ENTERPRISE,0.1108,1
381.82,credit_card,INSUFFICIENT_FUNDS,1,10,0,5440.41,2,7,20,5,3,STANDARD,0.6184,0
340.66,credit_card,INSUFFICIENT_FUNDS,2,15,2,29551.31,50,63,19,3,2,VIP,0.4005,0
3186.19,credit_card,INSUFFICIENT_FUNDS,1,12,2,16538.42,7,305,19,4,0,STANDARD,0.6635,0
1946.69,credit_card,INSUFFICIENT_FUNDS,2,11,1,12627.01,15,269,25,5,2,VIP,0.3881,0
301.75,upi,FRAUD_SUSPECTED,1,14,1,23947.06,54,136,5,8,5,STANDARD,0.9666,0
3263.46,debit_card,EXPIRED_CARD,3,15,1,22694.99,27,224,11,9,6,STANDARD,0.6791,1
239.78,credit_card,TRANSIENT_FAILURE,1,10,2,7752.22,39,136,36,14,6,STANDARD,0.1534,1
5618.74,upi,INSUFFICIENT_FUNDS,2,9,1,15268.15,18,135,19,10,6,VIP,0.7622,0
1480.68,debit_card,INSUFFICIENT_FUNDS,3,11,2,12430.5,50,360,29,8,2,STANDARD,0.764,1
343.82,credit_card,INSUFFICIENT_FUNDS,3,14,2,12549.73,10,359,38,1,5,STANDARD,0.8846,0
3306.56,net_banking,INSUFFICIENT_FUNDS,1,17,1,28350.3,52,254,13,21,5,VIP,0.2795,1
1974.41,credit_card,TRANSIENT_FAILURE,1,15,0,11868.8,8,76,22,17,5,VIP,0.0,1
12947.04,upi,INSUFFICIENT_FUNDS,1,13,2,27540.12,23,154,18,2,5,VIP,0.3351,1
2949.94,net_banking,INSUFFICIENT_FUNDS,2,10,1,17819.05,59,169,22,21,5,STANDARD,0.9485,0
1326.7,upi,EXPIRED_CARD,2,5,4,9646.93,54,237,33,3,3,STANDARD,0.5968,1
4525.79,debit_card,TRANSIENT_FAILURE,1,19,1,26706.0,30,335,21,8,6,VIP,0.0575,1
1308.65,net_banking,EXPIRED_CARD,1,17,2,34051.49,11,239,39,1,3,STANDARD,0.2628,0
8410.81,credit_card,INSUFFICIENT_FUNDS,1,7,1,15609.23,44,13,10,14,2,VIP,0.6651,0
1843.46,credit_card,TRANSIENT_FAILURE,3,23,2,40879.77,27,308,21,2,4,STANDARD,0.3971,1
2993.75,debit_card,EXPIRED_CARD,1,13,2,14657.27,18,165,27,2,1,STANDARD,0.2105,1
381.64,upi,INSUFFICIENT_FUNDS,1,12,0,23981.55,57,200,25,23,4,ENTERPRISE,0.4456,0
2143.68,debit_card,INVALID_REQUEST,1,14,1,16182.12,8,67,29,22,1,ENTERPRISE,0.6838,0
6450.85,net_banking,TRANSIENT_FAILURE,4,17,2,16866.4,56,90,27,18,0,STANDARD,0.4865,0
5933.31,credit_card,FRAUD_SUSPECTED,2,19,1,40414.73,59,204,36,3,2,STANDARD,0.9981,0
1089.05,upi,INSUFFICIENT_FUNDS,1,5,1,4188.88,5,120,1,4,6,STANDARD,0.745,0
1097.0,net_banking,INSUFFICIENT_FUNDS,2,19,3,22995.02,56,146,21,18,6,ENTERPRISE,0.3632,1
6149.79,debit_card,EXPIRED_CARD,4,12,1,28297.13,23,356,14,20,5,STANDARD,0.7826,1
9527.39,net_banking,TRANSIENT_FAILURE,2,14,1,36339.89,52,106,21,11,6,STANDARD,0.2301,1
550.77,credit_card,INSUFFICIENT_FUNDS,2,16,1,27785.22,30,162,39,7,2,STANDARD,0.6109,0
2292.8,net_banking,TRANSIENT_FAILURE,2,9,1,7182.65,27,50,17,2,3,STANDARD,0.3795,1
1640.83,net_banking,INSUFFICIENT_FUNDS,1,12,1,8163.69,14,148,26,17,0,STANDARD,0.6135,0
7359.36,credit_card,TRANSIENT_FAILURE,1,19,0,22523.16,42,338,13,15,4,STANDARD,0.0137,1
505.27,debit_card,FRAUD_SUSPECTED,1,9,1,17671.49,15,256,8,15,3,STANDARD,0.9861,0
1030.02,debit_card,TRANSIENT_FAILURE,1,8,0,5452.29,20,265,26,9,3,STANDARD,0.1111,0
5086.76,credit_card,INVALID_REQUEST,1,8,2,20809.22,23,318,13,23,6,STANDARD,0.908,0
384.3,credit_card,INSUFFICIENT_FUNDS,3,18,1,34111.35,28,144,6,20,3,STANDARD,0.8938,0
2574.15,credit_card,EXPIRED_CARD,1,11,1,10875.47,32,77,24,19,6,STANDARD,0.3721,1
2242.56,debit_card,INSUFFICIENT_FUNDS,1,8,2,17745.91,23,163,33,11,3,STANDARD,0.7646,1
1624.74,debit_card,TRANSIENT_FAILURE,2,9,0,14627.08,52,227,38,18,2,ENTERPRISE,0.1208,1
1956.37,net_banking,TRANSIENT_FAILURE,2,10,3,18429.67,50,147,19,20,5,STANDARD,0.2754,0
2842.14,credit_card,INSUFFICIENT_FUNDS,1,19,2,25189.67,14,299,11,8,3,VIP,0.3166,1
815.94,debit_card,TRANSIENT_FAILURE,1,14,1,16575.85,51,166,10,1,4,STANDARD,0.238,1
3170.18,credit_card,EXPIRED_CARD,2,8,1,10220.14,48,358,19,11,0,ENTERPRISE,0.2663,1
5929.41,debit_card,TRANSIENT_FAILURE,2,13,2,22731.06,56,123,38,3,3,STANDARD,0.1911,1
5197.25,net_banking,TRANSIENT_FAILURE,2,7,2,11417.42,29,14,38,20,3,STANDARD,0.4576,1
784.91,credit_card,TRANSIENT_FAILURE,1,7,0,8378.31,8,144,18,1,5,STANDARD,0.0927,1
765.73,credit_card,TRANSIENT_FAILURE,1,9,2,8974.89,6,268,40,8,5,STANDARD,0.1514,1
1292.75,debit_card,EXPIRED_CARD,2,16,1,14138.71,20,331,18,16,2,VIP,0.173,0
1767.89,credit_card,TRANSIENT_FAILURE,1,10,1,13860.26,55,124,4,19,5,STANDARD,0.0937,1
2037.56,debit_card,INSUFFICIENT_FUNDS,1,16,0,13574.65,7,242,17,13,4,STANDARD,0.7745,0
4184.71,credit_card,INSUFFICIENT_FUNDS,1,8,0,11769.57,47,15,40,9,6,STANDARD,0.7472,0
404.23,credit_card,EXPIRED_CARD,1,10,1,20092.72,5,51,37,16,1,STANDARD,0.3086,1
323.51,debit_card,INSUFFICIENT_FUNDS,1,16,4,28439.51,43,316,43,6,6,VIP,0.4223,1
1941.02,net_banking,INSUFFICIENT_FUNDS,1,10,1,20388.44,50,141,28,12,5,STANDARD,0.8301,0
4380.97,debit_card,INSUFFICIENT_FUNDS,1,15,4,13261.01,15,241,35,7,3,STANDARD,0.4408,1
952.4,credit_card,INSUFFICIENT_FUNDS,1,7,2,13621.12,35,164,17,7,1,STANDARD,0.7071,0
3790.44,credit_card,TRANSIENT_FAILURE,1,15,3,29412.84,35,126,9,9,2,VIP,0.0,1
1253.06,net_banking,INSUFFICIENT_FUNDS,1,10,4,12210.02,9,355,8,8,4,VIP,0.7842,0
7803.09,net_banking,EXPIRED_CARD,1,8,1,22132.59,29,298,20,12,2,STANDARD,0.1111,1
8111.36,credit_card,EXPIRED_CARD,1,15,2,24022.71,18,340,18,16,0,STANDARD,0.0597,1
1434.82,net_banking,INSUFFICIENT_FUNDS,2,13,2,21518.49,25,289,15,1,5,STANDARD,0.7777,1
1114.75,net_banking,EXPIRED_CARD,1,9,0,13301.75,5,131,5,21,0,STANDARD,0.435,0
2054.46,credit_card,INSUFFICIENT_FUNDS,1,8,1,12866.04,17,4,24,17,6,STANDARD,0.6582,1
1162.98,upi,TRANSIENT_FAILURE,1,9,1,13041.11,50,339,12,7,5,STANDARD,0.1184,0
4105.69,debit_card,EXPIRED_CARD,4,14,0,14039.2,38,126,2,16,3,STANDARD,0.7999,0
6321.75,credit_card,INSUFFICIENT_FUNDS,1,13,3,32165.18,16,39,12,19,1,STANDARD,0.643,0
4113.27,credit_card,INSUFFICIENT_FUNDS,2,9,2,21185.13,44,107,22,5,2,STANDARD,0.8728,0
6287.43,credit_card,TRANSIENT_FAILURE,1,15,0,14930.53,15,292,2,8,3,STANDARD,0.0891,1
1970.39,net_banking,EXPIRED_CARD,1,13,0,17403.86,28,5,1,0,0,STANDARD,0.1531,0
794.92,upi,INSUFFICIENT_FUNDS,2,13,1,15792.11,9,67,39,23,1,STANDARD,0.7723,0
4887.28,credit_card,TRANSIENT_FAILURE,1,16,1,32263.46,15,318,27,6,4,STANDARD,0.1731,1
1764.6,debit_card,TRANSIENT_FAILURE,1,10,1,9503.89,49,105,20,13,4,STANDARD,0.304,1
4093.82,debit_card,INSUFFICIENT_FUNDS,1,10,1,19574.0,38,68,36,10,0,STANDARD,0.9449,0
1304.58,debit_card,INSUFFICIENT_FUNDS,2,13,2,22924.55,56,178,27,8,4,STANDARD,0.7482,0
496.52,upi,EXPIRED_CARD,2,9,3,9123.78,12,238,34,1,3,STANDARD,0.611,1
17363.36,debit_card,TRANSIENT_FAILURE,1,15,1,25247.59,23,176,31,22,6,STANDARD,0.0777,0
794.45,credit_card,INSUFFICIENT_FUNDS,2,18,2,23790.62,15,258,23,15,0,STANDARD,0.7361,0
15804.97,credit_card,INVALID_REQUEST,1,10,2,31493.73,39,273,18,19,3,STANDARD,0.9403,0
13445.77,debit_card,INSUFFICIENT_FUNDS,2,13,1,38289.01,39,47,25,10,2,STANDARD,0.673,1
5726.49,debit_card,INSUFFICIENT_FUNDS,1,11,1,27294.37,33,231,43,18,3,ENTERPRISE,0.0821,0
3969.9,debit_card,INSUFFICIENT_FUNDS,4,11,0,24159.7,43,338,5,8,4,STANDARD,0.9214,0
3218.02,debit_card,EXPIRED_CARD,1,12,0,17234.47,3,76,33,22,2,STANDARD,0.3345,0
7237.36,upi,TRANSIENT_FAILURE,3,11,1,24377.92,3,237,22,9,3,STANDARD,0.2316,1
1395.95,debit_card,INSUFFICIENT_FUNDS,2,10,1,13811.87,20,46,42,1,2,VIP,0.9042,0
2406.79,net_banking,TRANSIENT_FAILURE,1,10,0,16856.16,9,245,16,23,0,VIP,0.077,1
3580.93,credit_card,INSUFFICIENT_FUNDS,1,17,0,32120.73,49,160,22,4,1,STANDARD,0.5234,1
2053.78,net_banking,INVALID_REQUEST,1,10,1,19841.61,43,242,27,5,3,VIP,0.8179,1
2152.02,credit_card,TRANSIENT_FAILURE,1,15,2,20065.1,49,201,27,16,5,STANDARD,0.1568,1
1603.16,debit_card,TRANSIENT_FAILURE,2,16,1,12420.68,56,49,10,14,3,STANDARD,0.2131,1
3107.26,debit_card,INSUFFICIENT_FUNDS,1,7,2,14131.45,40,341,27,12,2,STANDARD,0.5247,0
6853.35,credit_card,INSUFFICIENT_FUNDS,1,14,5,20711.32,2,214,30,4,4,STANDARD,0.7309,1
987.7,net_banking,INSUFFICIENT_FUNDS,4,15,2,13472.87,8,302,12,13,2,STANDARD,1.0,0
9736.39,credit_card,TRANSIENT_FAILURE,2,17,2,19952.84,3,288,28,10,2,STANDARD,0.2309,0
4288.85,debit_card,TRANSIENT_FAILURE,1,16,1,25006.17,20,221,14,15,5,STANDARD,0.2096,1
6266.03,upi,TRANSIENT_FAILURE,1,17,2,33267.21,59,88,31,10,0,STANDARD,0.2189,1
3043.26,credit_card,INSUFFICIENT_FUNDS,1,13,1,10715.39,43,31,11,18,4,STANDARD,0.5642,0
5491.77,net_banking,TRANSIENT_FAILURE,1,12,4,20185.85,16,203,17,11,1,STANDARD,0.2531,1
257.17,debit_card,EXPIRED_CARD,2,12,0,9062.16,41,138,37,19,4,STANDARD,0.2636,1
6170.44,net_banking,INSUFFICIENT_FUNDS,1,6,0,11195.09,15,117,40,7,6,STANDARD,0.8423,1
343.38,debit_card,TRANSIENT_FAILURE,1,13,0,24240.56,59,262,37,23,5,STANDARD,0.0723,1
7922.71,debit_card,TRANSIENT_FAILURE,1,14,2,32378.33,16,173,41,17,2,VIP,0.1086,1
17082.84,credit_card,TRANSIENT_FAILURE,3,9,3,30846.84,37,215,9,11,1,VIP,0.4284,1
1418.82,upi,INSUFFICIENT_FUNDS,2,10,0,7049.09,45,328,13,1,3,STANDARD,0.8749,0
1026.44,credit_card,INVALID_REQUEST,1,19,2,36967.82,16,81,17,3,1,STANDARD,0.8335,0
5274.01,debit_card,TRANSIENT_FAILURE,1,9,2,15305.6,26,150,32,19,4,STANDARD,0.1465,1
1221.04,credit_card,EXPIRED_CARD,1,16,2,22634.67,40,272,12,23,1,STANDARD,0.265,0
7223.29,credit_card,INSUFFICIENT_FUNDS,2,10,1,17507.24,24,127,24,9,2,STANDARD,0.8524,1
579.83,credit_card,INSUFFICIENT_FUNDS,1,18,0,16523.08,34,124,27,11,5,STANDARD,0.7918,0
671.18,net_banking,INSUFFICIENT_FUNDS,4,17,5,18704.8,15,237,8,13,4,STANDARD,0.8905,0
13746.67,debit_card,EXPIRED_CARD,1,11,1,29774.32,41,194,17,0,3,VIP,0.1547,1
4121.27,debit_card,INSUFFICIENT_FUNDS,2,11,0,22518.54,50,89,40,21,1,STANDARD,0.6954,0
6768.03,upi,INVALID_REQUEST,1,9,3,24189.96,58,211,39,2,4,STANDARD,0.9077,0
1572.17,upi,INSUFFICIENT_FUNDS,1,18,0,32735.07,21,18,39,12,4,STANDARD,0.5559,0
4149.77,credit_card,TRANSIENT_FAILURE,2,16,1,28532.72,13,356,22,4,6,VIP,0.1321,1
3356.99,debit_card,INSUFFICIENT_FUNDS,2,11,1,21605.16,45,156,35,8,0,STANDARD,0.7129,1
3434.69,net_banking,EXPIRED_CARD,1,8,1,11506.8,26,144,12,23,4,STANDARD,0.4075,0
4215.83,credit_card,INSUFFICIENT_FUNDS,1,15,3,32490.59,16,245,33,1,3,STANDARD,0.68,0
3197.79,debit_card,INSUFFICIENT_FUNDS,2,15,3,11648.07,43,61,34,4,1,STANDARD,0.6922,0
2161.66,debit_card,TRANSIENT_FAILURE,1,6,1,6265.8,35,318,7,11,5,STANDARD,0.0054,1
1330.0,credit_card,INSUFFICIENT_FUNDS,3,14,1,25088.28,57,194,22,19,1,VIP,0.7418,1
5322.34,net_banking,INSUFFICIENT_FUNDS,2,15,1,16832.11,59,2,2,14,5,STANDARD,0.6524,0
1097.87,credit_card,TRANSIENT_FAILURE,2,9,1,12441.18,47,254,13,8,2,STANDARD,0.417,0
4325.82,credit_card,INSUFFICIENT_FUNDS,2,10,1,10830.63,55,85,38,15,0,VIP,0.7745,0
1129.96,net_banking,TRANSIENT_FAILURE,1,13,3,19302.65,35,267,17,16,2,VIP,0.026,1
3635.99,upi,TRANSIENT_FAILURE,4,7,1,11435.83,40,131,4,12,6,STANDARD,0.5379,1
5011.36,credit_card,INSUFFICIENT_FUNDS,1,12,1,23377.96,3,351,3,2,0,STANDARD,0.4429,1
1063.85,credit_card,INSUFFICIENT_FUNDS,1,13,1,18129.38,24,296,43,13,4,ENTERPRISE,0.2728,0
416.35,net_banking,INSUFFICIENT_FUNDS,3,7,3,11025.16,35,295,41,4,0,STANDARD,0.966,0
691.34,credit_card,EXPIRED_CARD,1,13,0,16119.92,36,157,26,22,4,STANDARD,0.2612,0
3459.89,debit_card,TRANSIENT_FAILURE,1,12,2,17582.18,29,145,40,14,3,VIP,0.0089,1
